user_id,video_id,video_duration,watch_time,liked,commented,subscribed_after,category,device,watch_time_of_day,recommended,clicked,timestamp,watch_percent
8490,37209,1632,419.0,1,0,0,Lifestyle,Mobile,Night,0,1,2024-08-27 20:31:54,0.25674019607843135
29205,38085,1655,249.0,0,0,0,Gaming,Tablet,Evening,0,0,2025-05-25 01:19:36,0.15045317220543808
81646,28813,2198,2198.0,0,0,0,Education,TV,Night,1,0,2024-04-06 13:08:37,1.0
28010,8815,1077,1077.0,1,1,0,Tech,Tablet,Morning,1,0,2025-09-12 21:53:43,1.0
36822,44574,3256,373.0,0,0,0,Comedy,TV,Morning,0,0,2024-02-20 19:53:30,0.11455773955773955
7600,22233,430,430.0,0,1,0,News,Mobile,Morning,0,0,2025-05-13 02:23:28,1.0
87901,31411,1114,860.0,1,0,0,Gaming,TV,Afternoon,0,0,2023-10-01 18:59:43,0.7719928186714542
64476,42755,2551,1374.0,0,1,0,Music,Desktop,Afternoon,1,0,2024-05-15 21:51:25,0.5386123088984712
8441,11394,2639,557.0,1,0,0,Sports,TV,Night,1,1,2024-04-27 11:19:49,0.21106479727169383
39689,39719,1938,1938.0,0,0,0,Comedy,Tablet,Afternoon,1,0,2025-04-22 03:09:10,1.0
98209,16235,2928,1333.0,1,0,0,Gaming,Mobile,Evening,0,0,2025-05-02 14:35:56,0.4552595628415301
56001,49619,1298,1298.0,1,0,0,Tech,Mobile,Night,0,1,2024-01-11 16:42:12,1.0
71719,25941,1759,503.0,0,0,0,Sports,TV,Afternoon,0,0,2025-04-21 12:01:16,0.2859579306424105
19886,31796,2865,817.0,0,0,0,Education,TV,Morning,1,1,2023-05-21 09:45:10,0.28516579406631765
81039,10659,3414,1919.0,0,0,0,Comedy,Desktop,Morning,0,1,2024-10-08 16:11:00,0.5620972466315173
29496,34445,1047,517.0,1,0,0,Education,Desktop,Night,0,0,2025-04-04 20:49:55,0.49379178605539636
37678,8899,849,849.0,0,0,0,Comedy,Desktop,Afternoon,0,1,2024-06-03 19:09:24,1.0
24884,6119,521,521.0,1,0,0,Tech,Desktop,Evening,0,0,2023-08-13 09:07:05,1.0
74106,13586,1797,1490.0,1,1,0,Lifestyle,Desktop,Evening,0,0,2023-05-17 02:45:11,0.8291597106288259
3409,45127,1744,1744.0,0,0,0,Lifestyle,Tablet,Night,0,0,2023-10-29 03:47:52,1.0
85974,41099,553,553.0,1,0,0,Comedy,Tablet,Night,1,1,2023-07-10 23:57:38,1.0
90139,26299,850,850.0,0,0,0,Tech,Desktop,Morning,0,0,2025-05-06 05:20:38,1.0
6818,49130,3307,2585.0,0,0,0,Lifestyle,Desktop,Afternoon,1,0,2023-03-13 19:23:46,0.7816752343513759
96173,12311,1668,83.0,0,0,0,Lifestyle,TV,Morning,1,1,2024-03-09 00:31:37,0.049760191846522785
8771,34752,601,601.0,0,0,0,Tech,Tablet,Morning,1,0,2024-01-24 23:53:44,1.0
15486,38476,2401,30.0,0,0,0,Tech,TV,Night,0,1,2025-06-17 05:45:26,0.012494793835901708
73307,9640,1436,1436.0,1,0,0,Lifestyle,Mobile,Morning,1,0,2025-08-22 21:28:11,1.0
13761,6311,1133,1133.0,1,0,0,Sports,Tablet,Morning,0,1,2025-02-24 01:15:30,1.0
50125,38343,3370,919.0,0,0,0,Comedy,TV,Morning,0,1,2024-12-25 21:36:18,0.27270029673590507
89497,15111,1370,370.0,0,0,0,Music,TV,Night,0,1,2023-10-26 01:30:16,0.27007299270072993
5090,18417,2716,1327.0,1,0,0,Education,Mobile,Morning,1,0,2024-08-09 18:58:53,0.4885861561119293
73148,27552,1668,1668.0,0,0,0,Tech,Mobile,Morning,0,0,2023-06-15 21:05:15,1.0
57760,11429,1979,1472.0,0,0,0,News,Tablet,Morning,0,0,2024-01-11 06:02:55,0.743810005053057
38314,13875,2142,2142.0,1,0,0,Lifestyle,Tablet,Morning,0,0,2023-02-14 22:58:25,1.0
58433,25764,3331,2065.0,0,0,0,Sports,Desktop,Night,1,1,2025-05-30 05:15:50,0.6199339537676374
58781,5696,1377,1377.0,0,0,0,Sports,Tablet,Night,1,0,2023-07-03 05:03:09,1.0
37534,14996,2394,1244.0,0,0,0,Education,Desktop,Evening,0,0,2025-05-12 09:08:33,0.5196324143692564
63238,4878,1795,696.0,0,0,0,Music,Desktop,Morning,1,0,2024-02-21 13:29:45,0.38774373259052924
62748,11177,2763,1677.0,0,0,1,Comedy,TV,Afternoon,0,1,2025-09-01 13:26:02,0.6069489685124865
74631,18418,1120,931.0,0,0,0,Comedy,TV,Night,1,0,2023-06-18 03:37:36,0.83125
27924,32270,726,726.0,0,0,0,Gaming,Mobile,Night,0,1,2025-05-03 04:38:13,1.0
1548,21205,3142,74.0,0,0,0,Sports,Desktop,Morning,0,0,2023-11-03 04:14:42,0.023551877784850413
94921,13946,3251,3251.0,0,0,0,Sports,Desktop,Night,0,1,2023-08-17 21:24:52,1.0
75328,10343,962,851.0,0,0,0,Education,Tablet,Evening,0,1,2024-02-24 10:42:09,0.8846153846153846
1712,8212,629,185.0,0,1,0,Lifestyle,TV,Evening,0,1,2023-01-21 13:35:18,0.29411764705882354
24912,2484,1864,330.0,0,0,1,Sports,TV,Evening,1,0,2025-08-21 03:01:15,0.17703862660944206
10590,28393,263,263.0,0,0,0,Gaming,Mobile,Morning,1,0,2023-09-13 01:30:39,1.0
60384,45603,464,464.0,0,0,0,Education,Desktop,Afternoon,0,0,2024-01-29 08:34:27,1.0
79399,20861,1928,1928.0,0,0,0,Sports,Desktop,Night,0,0,2025-06-05 07:31:17,1.0
32109,27146,3495,3357.0,0,0,0,Lifestyle,TV,Morning,0,1,2025-03-19 17:54:02,0.9605150214592275
8016,21398,2059,2059.0,1,0,0,Comedy,TV,Night,1,0,2025-06-05 20:32:27,1.0
43482,38982,2586,757.0,0,0,0,Comedy,TV,Morning,0,0,2025-05-11 22:24:27,0.29273008507347253
43807,44278,2826,696.0,1,1,0,Sports,TV,Evening,0,0,2024-08-23 06:05:49,0.24628450106157113
97789,5590,2110,1968.0,0,1,0,News,Tablet,Evening,0,0,2023-01-29 03:20:29,0.9327014218009478
60025,45278,700,700.0,0,1,0,Music,Tablet,Evening,0,0,2024-06-06 22:27:55,1.0
58570,23162,58,58.0,0,1,0,Music,Desktop,Evening,1,1,2025-01-17 04:13:33,1.0
25779,43927,2263,2176.0,1,0,0,Lifestyle,TV,Morning,0,0,2024-10-22 03:21:40,0.96155545735749
85858,22923,1796,1796.0,1,0,0,Gaming,TV,Evening,0,0,2025-03-26 01:20:15,1.0
14057,22431,1261,1064.0,0,0,0,Education,Tablet,Morning,0,0,2023-03-31 18:07:27,0.8437747819191118
28577,20988,444,444.0,0,0,0,Education,Tablet,Evening,0,1,2024-04-01 09:02:33,1.0
76693,39257,2290,2290.0,0,0,1,Comedy,Desktop,Morning,1,0,2025-02-07 16:40:53,1.0
91638,8524,2439,1321.0,0,0,0,Gaming,TV,Morning,1,0,2024-03-25 06:22:51,0.5416154161541615
57536,41464,2087,2087.0,1,0,0,Tech,Desktop,Night,0,0,2023-12-05 17:14:00,1.0
2438,10589,3516,1864.0,0,0,0,News,TV,Night,0,0,2023-10-31 23:54:12,0.5301478953356087
16287,8492,3369,442.0,0,0,1,Education,Mobile,Evening,1,0,2023-11-29 22:10:41,0.13119620065301277
692,48532,3351,915.0,0,0,0,Gaming,TV,Evening,0,1,2024-10-09 19:03:32,0.2730528200537153
58328,755,534,534.0,0,0,0,Education,Desktop,Night,1,0,2023-01-31 11:28:25,1.0
41256,17195,449,449.0,0,0,0,Music,TV,Afternoon,1,0,2025-01-05 18:28:31,1.0
35121,11739,780,780.0,1,0,0,Lifestyle,Tablet,Night,0,1,2023-09-25 12:43:33,1.0
31200,23736,382,382.0,0,0,0,Music,Desktop,Evening,0,0,2025-06-01 21:30:01,1.0
97922,28977,1318,1318.0,0,1,0,Lifestyle,TV,Morning,0,0,2025-03-28 23:05:25,1.0
62454,26626,2607,1771.0,1,0,0,News,Mobile,Afternoon,0,0,2023-12-22 14:49:50,0.679324894514768
38243,26096,2143,2143.0,0,0,1,Gaming,Tablet,Morning,0,0,2025-02-04 19:15:08,1.0
87270,47381,1499,1499.0,0,0,0,Comedy,Mobile,Afternoon,1,0,2023-06-24 07:18:43,1.0
36389,20212,2110,445.0,1,1,0,Lifestyle,TV,Night,0,0,2024-01-20 19:50:17,0.2109004739336493
24695,2477,3429,1121.0,0,0,1,Lifestyle,TV,Night,0,0,2025-07-25 08:11:08,0.32691746864975213
68314,26633,2456,1486.0,0,0,0,News,Mobile,Afternoon,0,1,2024-09-14 22:22:06,0.6050488599348535
843,5494,628,628.0,1,0,0,Gaming,Tablet,Morning,1,1,2024-08-23 20:37:38,1.0
67414,19528,3022,2401.0,0,0,0,News,Tablet,Afternoon,0,1,2024-10-08 18:24:08,0.7945069490403707
32703,16637,1870,1870.0,0,0,0,Comedy,Desktop,Night,1,1,2025-04-02 06:06:06,1.0
79369,49649,88,88.0,0,0,0,Sports,Tablet,Evening,0,0,2024-06-21 14:42:58,1.0
84810,3318,1800,261.0,0,0,0,Gaming,Desktop,Evening,0,1,2024-12-02 08:48:08,0.145
38187,31227,2605,1739.0,0,0,0,News,Desktop,Morning,0,1,2025-01-15 03:17:44,0.6675623800383877
67105,647,1407,1407.0,1,0,0,News,Desktop,Night,1,0,2025-05-18 20:03:13,1.0
51515,42249,1143,1143.0,0,0,0,Lifestyle,Desktop,Morning,1,0,2024-04-05 03:28:43,1.0
16863,35323,1825,1446.0,1,0,0,Music,Desktop,Morning,0,0,2024-05-15 16:58:37,0.7923287671232877
57348,44350,1825,148.0,0,1,0,Lifestyle,Desktop,Evening,1,0,2024-03-29 00:32:16,0.08109589041095891
49320,21658,639,299.0,0,1,0,Education,Desktop,Night,0,0,2024-09-13 05:38:33,0.4679186228482003
48976,4556,3319,165.0,0,0,0,Music,Mobile,Evening,1,0,2023-11-02 13:23:17,0.04971376920759265
53628,16518,1847,1391.0,1,0,0,Education,TV,Morning,0,0,2023-09-27 16:23:17,0.7531131564699513
98263,28745,3307,3065.0,1,0,0,Tech,Tablet,Night,1,0,2025-02-13 12:11:43,0.9268218929543393
59930,30364,678,678.0,1,0,0,Sports,Desktop,Morning,0,0,2023-11-25 21:07:39,1.0
1844,27331,53,53.0,0,0,0,Comedy,Mobile,Morning,1,1,2023-06-14 10:35:43,1.0
71693,3574,1560,1560.0,0,0,0,Sports,Desktop,Afternoon,1,1,2024-09-09 12:09:20,1.0
62127,42420,2283,2283.0,1,0,0,News,Tablet,Afternoon,1,0,2023-02-16 11:39:15,1.0
83212,12856,1320,1024.0,0,0,0,Lifestyle,Desktop,Night,1,1,2025-04-09 22:04:42,0.7757575757575758
99606,31155,2768,2768.0,0,0,0,Tech,Mobile,Morning,1,0,2023-10-28 04:53:13,1.0
92179,41474,2826,548.0,1,0,0,Education,Tablet,Afternoon,1,1,2025-05-01 01:40:47,0.19391365888181175
2916,3906,1186,1186.0,0,0,0,Gaming,Mobile,Evening,0,0,2025-08-22 17:38:35,1.0
52016,24501,2109,167.0,0,0,1,News,Desktop,Morning,1,1,2023-06-25 21:25:39,0.07918444760550024
36851,16131,1689,181.0,0,0,0,Tech,TV,Afternoon,0,0,2024-09-24 09:59:22,0.10716400236826525
49023,17423,1547,1547.0,1,0,0,Comedy,Tablet,Night,0,0,2025-01-12 13:36:21,1.0
67214,7462,1541,1265.0,1,0,0,Sports,Desktop,Evening,0,1,2023-08-20 13:45:00,0.8208955223880597
31567,4931,2203,801.0,0,1,0,Music,Desktop,Afternoon,1,1,2025-09-04 23:29:12,0.36359509759418973
10539,32174,1948,416.0,1,0,0,Gaming,Tablet,Morning,1,0,2024-06-21 12:02:57,0.2135523613963039
18842,6042,231,231.0,1,1,0,Lifestyle,Desktop,Afternoon,1,0,2023-12-19 22:44:40,1.0
81078,32739,2315,1196.0,0,0,0,Tech,Desktop,Night,0,0,2024-04-04 11:53:49,0.5166306695464363
11678,2679,2446,1726.0,0,0,0,Lifestyle,Tablet,Night,0,0,2025-08-29 04:12:48,0.705641864268193
2674,4745,1267,1267.0,0,0,0,Lifestyle,Desktop,Evening,0,0,2023-11-07 14:43:27,1.0
79794,37558,3062,2932.0,0,0,0,Sports,Desktop,Night,1,0,2023-06-28 08:11:55,0.9575440888308295
25185,21658,642,642.0,0,1,0,Music,Desktop,Night,0,0,2023-08-07 06:13:13,1.0
89088,27620,1475,255.0,0,0,0,Sports,TV,Night,1,0,2024-12-05 21:11:41,0.17288135593220338
91729,40626,1004,312.0,1,1,0,Education,Tablet,Morning,1,1,2024-05-16 02:18:44,0.3107569721115538
94259,43701,1607,1607.0,0,0,0,Music,Desktop,Morning,0,0,2023-04-07 17:03:17,1.0
51824,11394,848,848.0,0,0,0,Comedy,Desktop,Morning,1,0,2025-01-21 16:22:21,1.0
40533,37772,474,474.0,1,0,0,Gaming,Mobile,Afternoon,0,0,2024-04-13 14:22:06,1.0
77585,21105,2211,1490.0,0,0,0,Comedy,TV,Night,0,0,2023-10-10 22:17:19,0.6739032112166441
76049,22824,3070,3055.0,1,0,0,News,Mobile,Evening,0,1,2025-06-08 07:35:04,0.995114006514658
54848,5832,1318,1318.0,1,0,0,Lifestyle,TV,Morning,1,0,2023-02-09 22:11:51,1.0
57231,16371,3056,890.0,0,0,0,Gaming,TV,Afternoon,1,0,2023-09-21 00:07:31,0.2912303664921466
78453,2748,1038,1038.0,0,0,0,Gaming,Mobile,Evening,0,0,2023-10-14 13:40:16,1.0
93664,27932,232,232.0,0,0,0,Sports,Desktop,Night,0,1,2023-08-28 10:03:36,1.0
99701,5035,1430,1430.0,0,0,0,Education,Desktop,Evening,0,0,2024-09-22 10:56:18,1.0
32525,3351,3510,2709.0,1,0,0,Comedy,Tablet,Evening,0,0,2023-08-21 12:21:30,0.7717948717948718
13721,32697,1864,577.0,0,0,0,Comedy,Desktop,Night,0,0,2024-08-09 02:57:42,0.309549356223176
35585,12865,2543,1299.0,0,0,0,News,Tablet,Afternoon,1,1,2025-09-25 22:54:47,0.5108139992135273
96595,1627,2205,1275.0,0,0,0,Education,TV,Morning,1,1,2024-12-22 21:06:16,0.5782312925170068
78692,42061,1991,395.0,0,0,0,Sports,Tablet,Afternoon,0,0,2023-04-12 05:52:06,0.19839276745354092
75471,46791,1512,746.0,0,0,0,Tech,Desktop,Morning,0,0,2023-11-03 15:06:55,0.4933862433862434
99008,30802,204,204.0,0,0,0,Music,Tablet,Evening,1,0,2023-04-09 05:09:24,1.0
18414,44086,529,529.0,1,0,0,Lifestyle,TV,Night,1,1,2023-01-07 01:41:38,1.0
99428,29267,3102,2197.0,0,0,0,Music,Mobile,Morning,1,0,2024-03-07 18:15:38,0.7082527401676337
45185,23009,263,263.0,0,0,0,Comedy,TV,Evening,1,1,2025-01-26 11:39:10,1.0
54117,21574,1742,728.0,0,0,0,Tech,Tablet,Night,0,0,2025-07-12 03:47:51,0.417910447761194
43469,42523,788,670.0,0,0,0,News,Tablet,Night,1,1,2025-01-02 18:08:35,0.850253807106599
50249,24709,1239,61.0,0,0,0,Education,Desktop,Evening,0,0,2024-06-23 23:02:59,0.04923325262308313
28610,29420,176,176.0,1,0,0,Comedy,Mobile,Night,1,0,2025-06-21 07:52:23,1.0
51450,10974,2099,2099.0,1,0,0,Comedy,TV,Afternoon,1,0,2025-08-10 07:15:42,1.0
55410,5283,323,320.0,0,0,0,Gaming,Mobile,Afternoon,0,1,2025-06-08 08:20:32,0.9907120743034056
94723,46798,460,460.0,0,0,0,Sports,Desktop,Evening,1,0,2024-12-05 18:50:52,1.0
52984,26067,1297,1297.0,0,0,0,Music,Tablet,Afternoon,1,0,2023-03-17 19:13:10,1.0
97872,23395,1158,1158.0,0,0,0,Sports,TV,Morning,0,1,2023-05-22 16:51:35,1.0
61140,6359,725,725.0,1,0,0,News,TV,Morning,0,0,2025-09-10 06:21:57,1.0
47998,27089,738,738.0,0,1,0,Sports,Mobile,Afternoon,1,0,2024-07-11 00:27:34,1.0
32851,3443,3525,1720.0,0,0,0,Comedy,Mobile,Morning,0,1,2023-04-18 02:08:10,0.4879432624113475
42824,30042,691,691.0,0,0,1,Music,Desktop,Afternoon,0,0,2024-03-02 00:47:21,1.0
66920,3898,2216,2216.0,0,0,0,Education,Desktop,Morning,0,1,2024-08-30 12:37:04,1.0
21020,5802,419,419.0,0,1,0,Gaming,TV,Evening,1,0,2024-06-17 20:42:28,1.0
80503,15664,360,360.0,0,0,0,Sports,TV,Afternoon,1,1,2025-03-25 14:18:51,1.0
64812,9543,1171,355.0,0,0,0,Sports,Tablet,Morning,0,0,2025-03-15 15:49:53,0.3031596925704526
42195,49101,2983,2531.0,0,1,0,Sports,Tablet,Evening,1,0,2023-04-22 18:10:45,0.848474689909487
48335,27347,2241,425.0,0,0,0,Comedy,TV,Evening,0,0,2024-08-15 07:31:00,0.18964747880410532
61064,8614,3100,2151.0,1,0,1,Tech,Mobile,Night,0,0,2023-07-23 17:14:27,0.6938709677419355
46501,10536,2110,1033.0,0,0,0,Music,Mobile,Morning,0,0,2023-03-18 11:13:25,0.4895734597156398
98199,13114,152,152.0,0,0,0,Music,Mobile,Evening,0,1,2023-01-06 14:21:09,1.0
78283,31593,625,625.0,1,0,0,Music,Desktop,Night,0,0,2023-06-09 11:14:31,1.0
74508,29834,3352,2104.0,0,0,0,Sports,Desktop,Morning,1,0,2025-08-10 11:37:52,0.6276849642004774
89814,14373,2539,1850.0,0,0,0,Education,Desktop,Evening,0,0,2025-03-24 07:31:49,0.7286333202048051
64987,5206,2480,2480.0,0,0,0,Comedy,Tablet,Afternoon,1,1,2025-07-25 06:49:05,1.0
20451,2467,3260,26.0,1,0,0,Comedy,TV,Morning,0,0,2025-07-31 05:26:19,0.007975460122699387
18689,35886,1941,693.0,0,0,0,News,Tablet,Night,1,1,2023-04-07 08:56:52,0.357032457496136
87513,48664,934,934.0,1,0,0,Sports,Desktop,Evening,0,0,2023-07-15 18:46:04,1.0
60759,34174,2863,2657.0,0,1,0,Gaming,Mobile,Afternoon,0,0,2025-09-01 04:26:17,0.9280475026196298
8127,27168,2509,2171.0,1,1,0,Education,Mobile,Morning,1,1,2024-08-03 11:10:48,0.8652849740932642
44815,39652,1750,1750.0,0,0,0,Lifestyle,Mobile,Morning,0,0,2025-04-30 17:42:32,1.0
4379,35691,1069,1069.0,1,0,0,Music,TV,Morning,0,0,2023-01-19 11:14:50,1.0
91175,33722,927,357.0,0,0,0,Comedy,Tablet,Afternoon,1,1,2024-12-01 23:28:55,0.3851132686084142
50641,12761,3367,2057.0,0,0,0,Lifestyle,TV,Morning,0,0,2025-09-17 03:51:05,0.610929610929611
28592,45344,1855,1770.0,1,0,0,Education,TV,Morning,1,1,2023-04-10 12:13:20,0.954177897574124
40489,41021,2391,2391.0,0,0,0,Sports,Desktop,Evening,0,0,2025-03-30 07:29:47,1.0
93779,8516,1839,384.0,1,0,0,Lifestyle,Mobile,Night,1,1,2024-07-07 19:10:08,0.20880913539967375
48858,1319,2322,510.0,0,0,0,Sports,Desktop,Evening,0,0,2023-02-01 08:31:19,0.21963824289405684
14592,11209,1319,1319.0,0,0,0,Lifestyle,Desktop,Morning,0,0,2025-02-03 08:25:23,1.0
51852,39457,2111,2111.0,0,0,0,Education,Desktop,Morning,0,0,2023-04-30 21:51:03,1.0
22933,10486,1912,1912.0,0,0,0,Education,Mobile,Morning,0,1,2024-01-19 14:52:04,1.0
74529,10935,2593,1914.0,0,0,1,Gaming,Desktop,Afternoon,0,0,2024-06-21 02:39:44,0.7381411492479754
69692,41912,2179,6994.0,no,0,0,Ed,Mobile,Night,1,1,2025-03-22 22:18:13,3.2097292335933916
29820,8204,1723,1076.0,0,0,0,Lifestyle,Tablet,Evening,1,0,2023-05-06 03:10:51,0.624492164828787
41987,10929,881,629.0,0,1,0,Tech ,Mobile,Evening,0,0,2025-05-26 11:52:29,0.713961407491487
17671,44837,37,37.0,0,0,0,Education,Mobile,Night,0,1,2023-08-04 12:29:12,1.0
22170,36838,2160,74.0,0,0,1,Gaming,TV,Morning,1,1,2023-11-30 22:45:37,0.03425925925925926
23746,17785,1355,1355.0,1,0,0,gamingg,Desktop,Afternoon,0,0,2024-08-06 03:52:21,1.0
59297,18970,1859,868.0,0,0,0,Music,Tablet,Night,1,0,2023-06-23 00:34:51,0.4669176976869285
26559,6187,156,156.0,1,1,0,Music,TV,Night,1,0,2024-03-13 16:51:21,1.0
35077,28019,1585,1585.0,0,1,0,Sports,Tablet,Night,1,0,2023-08-12 07:14:01,1.0
69324,48867,696,255.0,1,0,0,Music,Desktop,Morning,0,0,2023-04-04 18:41:04,0.36637931034482757
47186,48132,1543,1543.0,1,0,0,Lifestyle,Mobile,Morning,1,0,2023-10-18 19:07:42,1.0
96993,33298,3122,2467.0,0,0,0,Music,Tablet,Afternoon,1,1,2024-04-02 15:23:22,0.7901985906470211
39664,44368,2733,1146.0,0,0,0,Music,Desktop,Morning,0,0,2024-08-08 10:28:33,0.41931942919868276
90350,19764,267,267.0,0,0,0,Education,TV,Afternoon,0,1,2024-06-14 22:16:26,1.0
6815,24966,3595,2951.0,0,0,0,Education,TV,Afternoon,0,0,2025-04-15 06:17:36,0.8208623087621697
25887,48993,1471,1471.0,1,0,0,Gaming,Desktop,Morning,0,0,2024-12-28 09:34:36,1.0
15534,13876,2772,2772.0,1,0,0,Comedy,Mobile,Afternoon,1,0,2023-04-08 18:21:06,1.0
86541,4736,3141,1727.0,1,0,0,Sports,Desktop,Evening,0,1,2025-08-10 07:50:24,0.5498248965297676
61710,14875,68,68.0,1,0,0,Gaming,Desktop,Night,0,0,2023-06-09 12:10:55,1.0
42992,40359,3548,2272.0,1,1,0,News,Mobile,Afternoon,0,0,2023-09-09 03:38:56,0.6403607666290868
87887,27510,2770,2770.0,1,0,1,Education,Desktop,Night,0,0,2023-10-19 05:11:16,1.0
92053,27565,2745,2190.0,0,0,0,Gaming,Desktop,Evening,0,0,2025-05-20 14:54:19,0.7978142076502732
40723,39045,170,170.0,1,0,0,Music,Tablet,Evening,0,0,2025-03-01 11:16:56,1.0
43405,16481,327,327.0,1,0,0,Tech,Mobile,Night,0,0,2025-08-29 04:29:08,1.0
76252,27847,1983,1983.0,1,0,0,Comedy,Mobile,Afternoon,1,1,2024-03-24 05:58:27,1.0
38214,35235,61,61.0,0,0,1,Music,Tablet,Evening,1,0,2025-07-02 09:57:20,1.0
65601,34851,686,686.0,0,0,0,Music,Desktop,Morning,0,0,2024-06-17 01:47:38,1.0
29987,36321,2197,2197.0,1,0,0,Education,Desktop,Morning,1,0,2023-06-09 00:46:46,1.0
67919,25594,1026,1026.0,1,1,0,Lifestyle,Desktop,Evening,1,1,2024-01-11 08:09:33,1.0
39385,33078,104,104.0,0,0,0,Gaming,Tablet,Evening,0,0,2024-01-28 06:21:28,1.0
60981,17468,2402,411.0,0,0,0,Comedy,Tablet,Night,0,0,2023-05-27 05:52:56,0.17110741049125727
27840,40415,1102,1102.0,0,0,0,Comedy,Tablet,Morning,0,0,2024-03-08 18:32:57,1.0
23960,2168,50,50.0,0,0,0,News,Desktop,Night,0,1,2023-09-16 04:30:22,1.0
23349,31182,842,842.0,1,0,0,Lifestyle,Tablet,Evening,1,0,2025-05-03 10:25:04,1.0
20872,35619,2495,1584.0,0,0,0,Music,Desktop,Evening,0,1,2023-09-28 11:48:50,0.6348697394789579
67971,23324,190,190.0,0,0,0,Gaming,Mobile,Morning,1,1,2023-04-05 20:10:47,1.0
13656,36200,762,762.0,0,0,0,Comedy,Desktop,Morning,0,0,2025-06-12 19:51:29,1.0
19780,25322,674,497.0,1,0,0,Comedy,TV,Night,1,1,2024-08-05 20:50:04,0.7373887240356083
94996,25203,3185,1892.0,0,0,0,Comedy,Desktop,Evening,0,1,2024-04-21 12:59:35,0.5940345368916797
34504,41803,1337,1337.0,1,0,0,Gaming,Desktop,Evening,0,0,2025-08-28 14:36:17,1.0
90639,35528,1526,1526.0,0,0,0,Sports,Desktop,Morning,1,0,2025-06-05 15:37:18,1.0
47362,28322,2427,2427.0,0,0,0,Comedy,TV,Morning,0,0,2024-10-14 18:15:50,1.0
21455,13501,1054,466.0,1,0,0,Gaming,Desktop,Evening,0,0,2024-08-28 12:44:58,0.44212523719165087
25323,1339,2701,326.0,1,0,0,Music,TV,Morning,1,0,2024-09-29 05:28:12,0.12069603850425768
48961,26240,2473,1821.0,0,0,0,Education,Mobile,Morning,0,0,2025-08-02 06:42:27,0.7363526081682168
71639,18117,1142,1142.0,0,0,0,Music,Desktop,Night,1,0,2024-10-25 09:25:37,1.0
43456,10503,2719,2719.0,1,0,0,Education,Tablet,Night,1,0,2023-04-08 06:20:05,1.0
46352,48763,747,747.0,0,0,1,Tech,Tablet,Afternoon,0,0,2023-07-17 16:43:13,1.0
25572,18212,2645,1197.0,0,0,0,Sports,Desktop,Morning,0,1,2025-05-23 22:45:04,0.45255198487712667
38589,43279,2645,1369.0,0,0,0,News,Desktop,Morning,0,0,2024-09-10 23:59:46,0.5175803402646503
1741,27984,94,94.0,1,0,0,Lifestyle,Mobile,Afternoon,1,1,2023-09-07 23:37:12,1.0
34365,5824,3187,1905.0,0,0,0,Tech,Tablet,Afternoon,0,1,2025-01-27 21:01:54,0.5977408220897396
90229,2558,1189,1189.0,1,0,0,Gaming,Tablet,Afternoon,0,0,2024-12-11 05:46:01,1.0
73410,34126,36,36.0,1,0,0,Sports,Tablet,Night,1,0,2023-12-14 22:18:53,1.0
36517,29479,2967,2452.0,0,0,0,Sports,Tablet,Afternoon,1,0,2025-05-19 22:07:44,0.8264239973036738
63315,11348,1326,1326.0,1,0,0,Music,Mobile,Afternoon,1,0,2024-11-05 22:09:20,1.0
28391,32332,1398,1233.0,0,0,0,Sports,TV,Night,0,0,2024-10-20 15:18:25,0.8819742489270386
82297,22931,1894,1894.0,1,0,1,Sports,Tablet,Evening,0,1,2023-01-11 00:31:00,1.0
47326,3358,1349,1349.0,0,0,0,News,Tablet,Morning,0,0,2023-05-19 09:09:46,1.0
17654,38165,2680,2680.0,0,0,0,Music,TV,Afternoon,1,0,2023-04-05 22:12:59,1.0
76065,205,2933,2087.0,0,0,0,Comedy,Mobile,Night,1,0,2025-09-10 23:06:49,0.7115581316058643
20346,34021,2916,2839.0,0,0,0,Comedy,Mobile,Evening,1,0,2024-12-23 19:13:05,0.9735939643347051
17167,923,2974,2974.0,0,0,0,Tech,Desktop,Evening,0,1,2025-04-20 08:04:47,1.0
38002,36792,1795,1795.0,1,0,0,Sports,Tablet,Night,0,0,2025-04-05 20:15:33,1.0
87048,33007,460,460.0,0,0,0,Gaming,Tablet,Morning,0,1,2025-02-03 05:04:47,1.0
30802,30526,1018,1018.0,0,0,0,Tech,Mobile,Night,0,0,2023-09-21 00:51:24,1.0
11738,1105,3286,652.0,1,0,0,Education,Mobile,Morning,1,0,2023-10-27 14:54:55,0.19841752891052952
29548,24233,886,886.0,1,0,0,Sports,TV,Evening,1,1,2025-01-08 20:08:53,1.0
61020,43393,2008,2008.0,0,0,0,News,Mobile,Morning,1,0,2024-06-06 23:01:45,1.0
42370,18299,3478,1775.0,1,0,0,Music,Mobile,Night,1,0,2023-06-18 01:50:30,0.5103507763082231
13187,3344,2989,2119.0,0,0,0,Comedy,Tablet,Morning,1,1,2024-03-03 10:21:09,0.7089327534292406
24241,7458,413,413.0,0,0,0,Sports,Desktop,Night,1,1,2023-04-21 02:41:11,1.0
14744,44652,152,152.0,1,0,0,Sports,Mobile,Morning,0,0,2023-10-16 09:55:57,1.0
5381,24436,2508,2341.0,0,0,0,Sports,Tablet,Evening,0,0,2025-04-10 10:50:02,0.9334130781499203
81979,46952,129,129.0,1,0,0,Sports,Desktop,Night,1,1,2023-12-19 11:43:46,1.0
